CMDLINE /home/sam/anaconda3/envs/torchgeometric/bin/python3.10 main.py --cuda_num=0 --dropout=0.8 --dim_hidden=14 --num_layers=2 --batch_size=128 --use_batch_norm=True --SLE_threshold=0.9 --N_exp=1 --dataset=HeterophilousGraphDataset --epochs=30 --homophily=0.9 --multi_label=True --type_model=GCN --eval_steps=50 --lr=1e-1 --weight_decay=1e-5
MEM 1972.027344 1715108083.4604
MEM 1972.027344 1715108083.5607
MEM 1972.027344 1715108083.6610
MEM 1977.183594 1715108083.7614
MEM 1977.183594 1715108083.8617
MEM 1977.183594 1715108083.9620
MEM 1979.761719 1715108084.0623
MEM 1979.761719 1715108084.1626
MEM 1979.761719 1715108084.2629
MEM 1982.339844 1715108084.3632
MEM 1982.339844 1715108084.4635
MEM 1982.339844 1715108084.5638
MEM 1982.339844 1715108084.6641
MEM 1987.496094 1715108084.7644
MEM 1987.496094 1715108084.8647
MEM 1987.496094 1715108084.9651
MEM 1991.105469 1715108085.0654
MEM 1991.105469 1715108085.1657
MEM 1991.105469 1715108085.2660
MEM 1992.910156 1715108085.3663
MEM 1992.910156 1715108085.4666
MEM 1992.910156 1715108085.5669
MEM 1992.910156 1715108085.6672
MEM 1992.910156 1715108085.7675
MEM 1992.910156 1715108085.8678
MEM 1992.910156 1715108085.9681
MEM 1992.910156 1715108086.0684
MEM 1992.910156 1715108086.1687
MEM 1992.910156 1715108086.2690
MEM 1992.910156 1715108086.3694
MEM 1992.910156 1715108086.4697
MEM 1992.910156 1715108086.5700
MEM 1992.910156 1715108086.6703
MEM 1992.910156 1715108086.7706
MEM 1992.910156 1715108086.8709
MEM 1992.910156 1715108086.9712
MEM 1992.910156 1715108087.0715
MEM 1992.910156 1715108087.1718
MEM 1992.910156 1715108087.2721
MEM 1992.910156 1715108087.3724
MEM 1992.910156 1715108087.4727
MEM 1992.910156 1715108087.5731
MEM 1992.910156 1715108087.6733
MEM 1998.066406 1715108087.7736
MEM 1998.066406 1715108087.8739
MEM 1998.066406 1715108087.9743
MEM 1998.066406 1715108088.0746
MEM 1998.066406 1715108088.1749
MEM 1998.066406 1715108088.2752
MEM 1998.066406 1715108088.3755
MEM 2000.128906 1715108088.4759
MEM 2000.128906 1715108088.5762
MEM 2000.128906 1715108088.6765
MEM 2004.253906 1715108088.7768
FUNC GraphSampling.GCN.__init__ 512.0547 1715108081.1892 518.2695 1715108081.1975 0
FUNC GraphSampling.GCN.train_net 1662.1484 1715108082.4413 1969.5312 1715108083.0183 0
FUNC GraphSampling.GCN.train_net 1969.5312 1715108083.0185 1972.0273 1715108083.3602 0
FUNC GraphSampling.GCN.train_net 1972.0273 1715108083.3604 1977.1836 1715108083.7064 0
FUNC GraphSampling.GCN.train_net 1977.1836 1715108083.7066 1979.7617 1715108084.0333 0
FUNC GraphSampling.GCN.train_net 1979.7617 1715108084.0335 1982.3398 1715108084.3603 0
FUNC GraphSampling.GCN.train_net 1982.3398 1715108084.3605 1987.4961 1715108084.6938 0
FUNC GraphSampling.GCN.train_net 1987.4961 1715108084.6940 1991.1055 1715108085.0311 0
FUNC GraphSampling.GCN.train_net 1991.1055 1715108085.0313 1992.9102 1715108085.3745 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108085.3747 1992.9102 1715108085.7174 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108085.7176 1992.9102 1715108086.0598 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108086.0600 1992.9102 1715108086.3969 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108086.3971 1992.9102 1715108086.7246 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108086.7248 1992.9102 1715108087.0508 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108087.0510 1992.9102 1715108087.4035 0
FUNC GraphSampling.GCN.train_net 1992.9102 1715108087.4037 1998.0664 1715108087.7518 0
FUNC GraphSampling.GCN.train_net 1998.0664 1715108087.7521 1998.0664 1715108088.0976 0
FUNC GraphSampling.GCN.train_net 1998.0664 1715108088.0978 2000.1289 1715108088.4431 0
FUNC GraphSampling.GCN.train_net 2000.1289 1715108088.4433 2004.2539 1715108088.7819 0
FUNC GraphSampling.GCN.train_net 2004.2539 1715108088.7822 2010.4414 1715108089.1104 0
FUNC GraphSampling.GCN.train_net 2010.4414 1715108089.1106 2012.7617 1715108089.4448 0
FUNC GraphSampling.GCN.train_net 2012.7617 1715108089.4451 2015.5977 1715108089.7849 0
FUNC GraphSampling.GCN.train_net 2015.5977 1715108089.7851 2017.9180 1715108090.1257 0
FUNC GraphSampling.GCN.train_net 2017.9180 1715108090.1259 2023.0742 1715108090.4689 0
FUNC GraphSampling.GCN.train_net 2023.0742 1715108090.4691 2025.6523 1715108090.8107 0
FUNC GraphSampling.GCN.train_net 2025.6523 1715108090.8110 2027.9727 1715108091.1569 0
FUNC GraphSampling.GCN.train_net 2027.9727 1715108091.1571 2032.0977 1715108091.4968 0
FUNC GraphSampling.GCN.train_net 2032.0977 1715108091.4971 2033.3867 1715108091.8385 0
FUNC GraphSampling.GCN.train_net 2033.3867 1715108091.8387 2035.7070 1715108092.1789 0
FUNC GraphSampling.GCN.train_net 2035.7070 1715108092.1792 2041.8945 1715108092.5230 0
FUNC GraphSampling.GCN.train_net 2041.8945 1715108092.5232 2041.8945 1715108092.9633 0
FUNC GraphSampling.GCN.inference 1956.2656 1715108082.9982 1969.5312 1715108083.0179 1
FUNC GraphSampling.GCN.inference 1969.5312 1715108083.3410 1972.0273 1715108083.3598 1
FUNC GraphSampling.GCN.inference 1972.0273 1715108083.6878 1977.1836 1715108083.7060 1
FUNC GraphSampling.GCN.inference 1977.1836 1715108084.0148 1979.7617 1715108084.0329 1
FUNC GraphSampling.GCN.inference 1979.7617 1715108084.3415 1982.3398 1715108084.3599 1
FUNC GraphSampling.GCN.inference 1982.3398 1715108084.6752 1987.4961 1715108084.6934 1
FUNC GraphSampling.GCN.inference 1987.4961 1715108085.0116 1991.1055 1715108085.0307 1
FUNC GraphSampling.GCN.inference 1991.1055 1715108085.3544 1992.9102 1715108085.3739 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108085.6982 1992.9102 1715108085.7170 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108086.0405 1992.9102 1715108086.0594 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108086.3772 1992.9102 1715108086.3965 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108086.7054 1992.9102 1715108086.7242 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108087.0317 1992.9102 1715108087.0504 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108087.3847 1992.9102 1715108087.4030 1
FUNC GraphSampling.GCN.inference 1992.9102 1715108087.7279 1998.0664 1715108087.7513 1
FUNC GraphSampling.GCN.inference 1998.0664 1715108088.0789 1998.0664 1715108088.0972 1
FUNC GraphSampling.GCN.inference 1998.0664 1715108088.4244 2000.1289 1715108088.4427 1
FUNC GraphSampling.GCN.inference 2000.1289 1715108088.7625 2004.2539 1715108088.7815 1
FUNC GraphSampling.GCN.inference 2004.2539 1715108089.0915 2010.4414 1715108089.1100 1
FUNC GraphSampling.GCN.inference 2010.4414 1715108089.4259 2012.7617 1715108089.4445 1
FUNC GraphSampling.GCN.inference 2012.7617 1715108089.7659 2015.5977 1715108089.7845 1
FUNC GraphSampling.GCN.inference 2015.5977 1715108090.1070 2017.9180 1715108090.1253 1
FUNC GraphSampling.GCN.inference 2017.9180 1715108090.4499 2023.0742 1715108090.4685 1
FUNC GraphSampling.GCN.inference 2023.0742 1715108090.7922 2025.6523 1715108090.8103 1
FUNC GraphSampling.GCN.inference 2025.6523 1715108091.1382 2027.9727 1715108091.1565 1
FUNC GraphSampling.GCN.inference 2027.9727 1715108091.4778 2032.0977 1715108091.4964 1
FUNC GraphSampling.GCN.inference 2032.0977 1715108091.8196 2033.3867 1715108091.8381 1
FUNC GraphSampling.GCN.inference 2033.3867 1715108092.1599 2035.7070 1715108092.1785 1
FUNC GraphSampling.GCN.inference 2035.7070 1715108092.5038 2041.8945 1715108092.5226 1
FUNC GraphSampling.GCN.inference 2041.8945 1715108092.9296 2041.8945 1715108092.9628 1
MEM 2004.253906 1715108088.8772
MEM 2004.253906 1715108088.9775
MEM 2004.253906 1715108089.0778
MEM 2010.441406 1715108089.1781
MEM 2010.441406 1715108089.2785
MEM 2010.441406 1715108089.3788
MEM 2012.761719 1715108089.4791
MEM 2012.761719 1715108089.5794
MEM 2012.761719 1715108089.6797
MEM 2015.597656 1715108089.7801
MEM 2015.597656 1715108089.8804
MEM 2015.597656 1715108089.9807
MEM 2015.597656 1715108090.0810
MEM 2017.917969 1715108090.1814
MEM 2017.917969 1715108090.2817
MEM 2017.917969 1715108090.3820
MEM 2023.074219 1715108090.4823
MEM 2023.074219 1715108090.5826
MEM 2023.074219 1715108090.6830
MEM 2023.074219 1715108090.7833
MEM 2025.652344 1715108090.8837
MEM 2025.652344 1715108090.9840
MEM 2025.652344 1715108091.0843
MEM 2027.972656 1715108091.1846
MEM 2027.972656 1715108091.2849
MEM 2027.972656 1715108091.3853
MEM 2032.097656 1715108091.4856
MEM 2032.097656 1715108091.5859
MEM 2032.097656 1715108091.6862
MEM 2032.097656 1715108091.7865
MEM 2033.386719 1715108091.8868
MEM 2033.386719 1715108091.9871
MEM 2033.386719 1715108092.0875
MEM 2035.707031 1715108092.1878
MEM 2035.707031 1715108092.2881
MEM 2035.707031 1715108092.3884
MEM 2035.707031 1715108092.4887
MEM 2041.894531 1715108092.5890
MEM 2041.894531 1715108092.6894
MEM 2041.894531 1715108092.7897
MEM 2041.894531 1715108092.8901
MEM 2041.894531 1715108092.9904
MEM 1986.312500 1715108093.0908
MEM 1986.312500 1715108093.1912
MEM 1986.312500 1715108093.2916
MEM 1990.167969 1715108093.3919
MEM 0.000000 1715108093.4923
